City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,tsiombe,-25.3,45.4833,22.36,57,30,5.05,MG,2023-07-22
349,prado,-17.3411,-39.2208,19.4,80,51,3.88,BR,2023-07-22
350,guarapari,-20.6667,-40.4975,17.72,84,14,1.22,BR,2023-07-22
351,malvan,16.0667,73.4667,25.71,91,100,8.67,IN,2023-07-22
352,aberdeen,57.1437,-2.0981,13.63,91,98,0.51,GB,2023-07-22
353,santa rosalia,27.3167,-112.2833,30.6,60,37,2.29,MX,2023-07-22
354,pechora,65.1472,57.2244,17.19,86,100,3.26,RU,2023-07-22
355,yakeshi,49.2833,120.7333,17.9,94,100,3.67,CN,2023-07-22
356,awjilah,29.1081,21.2869,33.31,25,0,2.19,LY,2023-07-22
357,badger,64.8,-147.5333,22.95,61,0,1.54,US,2023-07-22
358,mil'kovo,55.6078,37.7956,20.33,56,6,5.23,RU,2023-07-22
359,adilabad,19.6667,78.5333,25.35,88,100,5.58,IN,2023-07-22
360,tofol,5.3248,163.0078,27.43,81,100,5.74,FM,2023-07-22
361,guatire,10.4762,-66.5427,21.95,95,100,1.27,VE,2023-07-22
362,kani keli,-12.9536,45.1033,28.59,70,13,7.82,YT,2023-07-22
363,praya,14.9215,-23.5087,26.3,73,40,4.12,CV,2023-07-22
364,el granada,37.5027,-122.4694,19.47,81,0,6.69,US,2023-07-22
365,zakamensk,50.3741,103.2863,22.95,38,96,0.82,RU,2023-07-22
366,crane,31.3974,-102.3501,26.93,53,100,9.18,US,2023-07-22
367,atafu village,-8.5421,-172.5159,28.77,72,8,4.54,TK,2023-07-22
368,gordonvale,-17.0936,145.7842,27.72,65,75,1.78,AU,2023-07-22
369,punta del este,-34.9667,-54.95,25.06,65,0,8.23,UY,2023-07-22
370,zhangjiakou,40.81,114.8794,27.67,48,100,3.14,CN,2023-07-22
371,ad darb,17.7229,42.2526,39.3,31,8,2.86,SA,2023-07-22
372,hobyo,5.3505,48.5268,28.19,68,100,12.07,SO,2023-07-22
373,tommot,58.9564,126.2925,21.78,79,38,3.47,RU,2023-07-22
374,ballina,-28.8667,153.5667,15.43,58,0,4.98,AU,2023-07-22
375,conde,-7.2597,-34.9075,21.7,100,20,3.09,BR,2023-07-22
376,cabo san lucas,22.8909,-109.9124,31.45,73,3,6.01,MX,2023-07-22
377,timbuktu,16.7735,-3.0074,32.06,40,11,7.34,ML,2023-07-22
378,praia da vitoria,38.7333,-27.0667,20.42,100,20,1.71,PT,2023-07-22
379,imbituba,-28.24,-48.6703,19.36,92,32,5.78,BR,2023-07-22
380,plastun,44.7561,136.2939,24.99,69,48,3.31,RU,2023-07-22
381,barro alto,-11.7608,-41.9117,18.18,85,99,4.19,BR,2023-07-22
382,doma,8.3833,8.35,23.97,95,100,0.76,NG,2023-07-22
383,fort st. john,56.2499,-120.8529,13.51,96,100,1.4,CA,2023-07-22
384,fisterra,42.9049,-9.2629,18.19,79,40,6.43,ES,2023-07-22
385,jiuquan,39.7432,98.5174,33.59,8,4,4.15,CN,2023-07-22
386,allapalli,19.4167,80.0667,25.21,97,100,4.09,IN,2023-07-22
387,la sarre,48.8002,-79.1996,7.23,81,0,2.37,CA,2023-07-22
388,uvalde,29.3669,-99.767,27.85,64,0,0.0,US,2023-07-22
389,kargopol',61.5071,38.9456,12.25,97,100,5.35,RU,2023-07-22
390,kavaratti,10.5669,72.642,28.39,81,100,9.37,IN,2023-07-22
391,sudak,44.85,34.9667,26.21,58,0,2.75,UA,2023-07-22
392,taulaga,-11.0553,-171.0883,28.39,74,7,2.55,AS,2023-07-22
393,socorro,31.6546,-106.3033,32.92,21,40,5.66,US,2023-07-22
394,rouissat,31.9243,5.3502,36.04,9,0,3.09,DZ,2023-07-22
395,mpongwe,-13.5091,28.155,20.1,50,0,4.3,ZM,2023-07-22
396,beneditinos,-5.45,-42.3667,18.64,62,0,2.24,BR,2023-07-22
397,jertih,5.7336,102.4897,33.93,65,85,1.48,MY,2023-07-22
398,la mira,18.035,-102.3266,25.69,92,27,2.01,MX,2023-07-22
399,gamay,12.3854,125.2979,28.65,84,92,4.07,PH,2023-07-22
400,serdar,38.9764,56.2757,37.04,13,1,3.71,TM,2023-07-22
401,mesyagutovo,55.5303,58.2528,20.12,72,30,6.89,RU,2023-07-22
402,okhotsk,59.3833,143.3,15.65,87,95,2.86,RU,2023-07-22
403,mount pearl,47.5166,-52.7813,20.25,93,75,2.57,CA,2023-07-22
404,bel ombre,-4.6167,55.4167,26.91,74,40,8.75,SC,2023-07-22
405,parauapebas,-6.0675,-49.9022,18.55,53,0,0.4,BR,2023-07-22
406,las palmas,28.4204,-14.0131,21.44,73,75,8.75,ES,2023-07-22
407,vadso,70.0744,29.7487,9.49,87,100,7.72,NO,2023-07-22
408,akrehamn,59.2667,5.1833,14.44,82,75,5.14,NO,2023-07-22
409,mont-dore,-22.2833,166.5833,18.99,74,51,4.66,NC,2023-07-22
410,gisborne,-38.6533,178.0042,10.26,85,100,4.82,NZ,2023-07-22
411,la plata,-34.9215,-57.9545,22.23,89,100,6.14,AR,2023-07-22
412,xining,36.6167,101.7667,26.69,26,0,1.37,CN,2023-07-22
413,pasuquin,18.3328,120.6177,29.98,76,99,3.5,PH,2023-07-22
414,dryden,49.7833,-92.7503,16.16,88,75,2.06,CA,2023-07-22
415,durango,24.8333,-104.8333,21.3,49,78,3.18,MX,2023-07-22
416,rabaul,-4.1967,152.1721,27.5,79,56,7.67,PG,2023-07-22
417,castillos,-34.1667,-53.8333,19.45,78,100,6.24,UY,2023-07-22
418,puerto francisco de orellana,-0.4667,-76.9667,20.61,99,100,1.28,EC,2023-07-22
419,christchurch,-43.5333,172.6333,7.73,92,100,10.8,NZ,2023-07-22
420,pasni,25.2631,63.471,28.65,82,95,5.69,PK,2023-07-22
421,ancud,-41.8697,-73.8203,7.58,89,100,1.72,CL,2023-07-22
422,juneau,58.3019,-134.4197,16.17,98,40,1.54,US,2023-07-22
423,auki,-8.7676,160.7034,26.21,88,100,1.64,SB,2023-07-22
424,lospalos,-8.5186,127.0025,24.35,67,99,4.61,TL,2023-07-22
425,fortuna,40.5982,-124.1573,14.4,95,100,0.0,US,2023-07-22
426,barcelos,41.5388,-8.6151,20.51,74,0,1.28,PT,2023-07-22
427,arraial do cabo,-22.9661,-42.0278,20.45,75,0,7.45,BR,2023-07-22
428,kristiansund,63.1115,7.732,15.03,87,100,0.51,NO,2023-07-22
429,kayangel,8.0823,134.7173,28.13,79,100,4.04,PW,2023-07-22
430,kerikeri,-35.2268,173.9474,13.84,88,100,0.45,NZ,2023-07-22
431,kabinda,-6.1333,24.4833,28.02,25,9,5.71,CD,2023-07-22
432,gabes,33.8815,10.0982,31.98,13,0,2.06,TN,2023-07-22
433,tlahualilo de zaragoza,26.1167,-103.45,28.77,32,83,6.47,MX,2023-07-22
434,nampula,-15.1165,39.2666,20.08,72,100,4.09,MZ,2023-07-22
435,bahia de caraquez,-0.6,-80.4167,25.1,84,100,3.39,EC,2023-07-22
436,acarau,-2.8856,-40.12,23.45,84,5,5.73,BR,2023-07-22
437,selfoss,63.9331,-20.9971,11.14,86,87,1.03,IS,2023-07-22
438,praia,14.9215,-23.5087,26.3,73,40,4.12,CV,2023-07-22
439,axim,4.8699,-2.2405,24.21,89,97,3.8,GH,2023-07-22
440,sam roi yot,12.2708,99.872,31.99,76,100,1.15,TH,2023-07-22
441,ankazoabo,-22.2833,44.5167,24.43,48,2,4.66,MG,2023-07-22
442,ad dilam,23.9915,47.1627,42.23,6,85,4.41,SA,2023-07-22
443,eregli,37.5133,34.0467,27.41,30,0,1.69,TR,2023-07-22
444,tabas,33.5959,56.9244,38.54,9,0,2.14,IR,2023-07-22
445,la'ie,21.6477,-157.9253,26.98,82,92,5.49,US,2023-07-22
446,saint croix,17.7397,-64.7388,27.25,78,40,4.63,VI,2023-07-22
447,letlhakeng,-24.0944,25.0298,12.4,74,15,6.54,BW,2023-07-22
448,santana,-0.0583,-51.1817,25.1,100,75,0.0,BR,2023-07-22
449,suntar,62.1444,117.6319,29.42,40,21,2.65,RU,2023-07-22
450,ingeniero guillermo n. juarez,-23.9,-61.85,26.89,29,5,9.0,AR,2023-07-22
451,cafayate,-26.073,-65.9761,19.18,12,34,2.97,AR,2023-07-22
452,bengkulu,-3.8004,102.2655,28.91,73,25,4.43,ID,2023-07-22
453,santa elena de uairen,4.6167,-61.1333,18.63,91,17,0.54,VE,2023-07-22
454,qala i naw,34.9874,63.1289,32.88,14,0,4.73,AF,2023-07-22
455,bourgoin-jallieu,45.5833,5.2833,21.44,67,73,1.41,FR,2023-07-22
456,sarangani,5.4033,125.4636,28.0,77,100,7.75,PH,2023-07-22
457,san clemente del tuyu,-36.3569,-56.7235,16.66,94,100,6.08,AR,2023-07-22
458,tunja,5.5353,-73.3678,9.79,98,99,1.75,CO,2023-07-22
459,mantua,45.1667,10.7833,25.61,83,25,1.34,IT,2023-07-22
460,concepcion del oro,24.6333,-101.4167,19.7,50,1,3.18,MX,2023-07-22
461,kagizman,40.1567,43.1342,26.15,41,0,1.59,TR,2023-07-22
462,flying fish cove,-10.4217,105.6791,25.82,78,100,6.69,CX,2023-07-22
463,los frentones,-26.4077,-61.4137,27.93,28,100,7.31,AR,2023-07-22
464,san matias,-16.3667,-58.4,19.77,42,0,2.64,BO,2023-07-22
465,dolores,-36.3132,-57.6792,18.56,94,100,2.18,AR,2023-07-22
466,muli,2.9167,73.5667,28.37,69,100,2.32,MV,2023-07-22
467,belozersk,60.0326,37.7957,15.59,75,100,6.27,RU,2023-07-22
468,arkalyk,50.2486,66.9114,26.97,26,0,3.55,KZ,2023-07-22
469,solwezi,-12.1688,26.3894,18.73,53,18,4.32,ZM,2023-07-22
470,oriximina,-1.7656,-55.8661,23.54,74,13,1.43,BR,2023-07-22
471,sinop,41.7711,34.8709,23.24,40,0,1.53,TR,2023-07-22
472,general levalle,-34.0147,-63.9241,10.35,88,100,3.58,AR,2023-07-22
473,alamogordo,32.8995,-105.9603,28.64,40,100,4.92,US,2023-07-22
474,sisimiut,66.9395,-53.6735,7.51,89,100,2.28,GL,2023-07-22
475,westport,41.1415,-73.3579,22.64,88,0,0.45,US,2023-07-22
476,shimoda,34.6667,138.95,28.95,74,26,3.79,JP,2023-07-22
477,yanam,16.7333,82.2167,29.87,74,100,4.45,IN,2023-07-22
478,kununurra,-15.7667,128.7333,29.99,25,0,5.14,AU,2023-07-22
479,alo,7.4178,6.7371,24.35,96,100,1.48,NG,2023-07-22
480,vainode,56.4333,21.8667,16.99,67,79,3.66,LV,2023-07-22
481,bireun,5.203,96.7009,29.78,66,100,2.85,ID,2023-07-22
482,east haddam,41.4532,-72.4612,20.4,98,0,0.0,US,2023-07-22
483,margate,51.3813,1.3862,15.94,77,100,1.79,GB,2023-07-22
484,gokwe,-18.2048,28.9349,16.7,55,0,4.06,ZW,2023-07-22
485,lazaro cardenas,17.9583,-102.2,26.56,88,33,1.56,MX,2023-07-22
486,tianpeng,30.9866,103.9393,37.26,60,86,2.6,CN,2023-07-22
487,vaasa,63.096,21.6158,17.25,77,20,3.58,FI,2023-07-22
488,trincomalee,8.5711,81.2335,32.81,50,100,6.72,LK,2023-07-22
489,itaituba,-4.2761,-55.9836,20.68,67,3,0.8,BR,2023-07-22
490,nema,57.5067,50.5011,18.24,77,26,3.22,RU,2023-07-22
491,iaciara,-14.0958,-46.6317,17.78,73,11,1.94,BR,2023-07-22
492,nikko,36.75,139.6167,28.54,76,87,1.5,JP,2023-07-22
493,narvik,68.4384,17.4272,14.67,79,100,2.31,NO,2023-07-22
494,nha trang,12.25,109.1833,30.0,75,100,1.77,VN,2023-07-22
495,sinabang,2.4803,96.3801,29.35,67,70,2.51,ID,2023-07-22
496,gorontalo,0.5412,123.0595,30.42,61,20,3.89,ID,2023-07-22
497,alboraya,39.5,-0.35,28.34,66,40,5.14,ES,2023-07-22
498,wakkanai,45.4094,141.6739,23.99,83,75,7.2,JP,2023-07-22
499,sen monorom,12.45,107.2,24.45,94,100,0.84,KH,2023-07-22
500,filadelfia,39.9523,-75.1638,22.75,80,20,2.57,US,2023-07-22
501,salaqi,40.5414,110.5108,29.47,34,42,1.64,CN,2023-07-22
502,narrabri,-30.3167,149.7833,13.62,49,0,2.86,AU,2023-07-22
503,naigarhi,24.7833,81.7833,36.36,41,85,7.82,IN,2023-07-22
504,potiskum,11.7091,11.0694,27.82,61,51,3.13,NG,2023-07-22
505,jaslo,49.7451,21.4725,20.58,70,4,4.35,PL,2023-07-22
506,sheki,41.1919,47.1706,30.62,43,0,3.32,AZ,2023-07-22
507,harstad,68.799,16.5293,14.66,95,100,2.24,NO,2023-07-22
508,valentin gomez farias,28.2167,-106.5833,23.37,32,100,0.92,MX,2023-07-22
509,holly springs,35.6513,-78.8336,23.88,82,19,0.45,US,2023-07-22
510,bay roberts,47.5999,-53.2648,20.92,95,100,0.89,CA,2023-07-22
511,sovetskaya gavan',48.9723,140.2878,22.85,74,100,2.66,RU,2023-07-22
512,koryazhma,61.3143,47.1691,19.06,64,37,4.03,RU,2023-07-22
513,al artawiyah,26.5053,45.3444,40.73,6,100,5.26,SA,2023-07-22
514,turkmenbasy,40.0222,52.9552,33.52,24,0,4.08,TM,2023-07-22
515,gore,-46.1028,168.9436,2.35,86,0,2.72,NZ,2023-07-22
516,zacualtipan,20.65,-98.6,14.93,93,21,1.45,MX,2023-07-22
517,east end,34.5507,-92.341,23.15,93,52,2.05,US,2023-07-22
518,shiqian,27.5225,108.2281,30.4,68,100,2.05,CN,2023-07-22
519,mostaganem,35.9311,0.0892,26.98,55,98,0.91,DZ,2023-07-22
520,manggar,-2.8833,108.2667,28.72,67,99,5.6,ID,2023-07-22
521,lodwar,3.1191,35.5973,29.65,41,96,5.28,KE,2023-07-22
522,natividade,-21.0422,-41.9733,16.76,90,97,1.17,BR,2023-07-22
523,pyay,18.8167,95.2167,35.03,48,45,3.86,MM,2023-07-22
524,nantucket,41.2835,-70.0995,22.06,100,100,3.09,US,2023-07-22
525,itoman,26.1247,127.6694,33.01,70,75,6.17,JP,2023-07-22
526,tanjung pandan,-2.75,107.65,30.48,60,68,4.34,ID,2023-07-22
527,guerrero negro,27.9769,-114.0611,19.41,82,87,5.79,MX,2023-07-22
528,ust'-kulom,61.6864,53.6902,17.16,80,86,2.9,RU,2023-07-22
529,duba,27.3513,35.6901,34.01,40,24,3.37,SA,2023-07-22
530,flin flon,54.7682,-101.865,16.33,68,63,2.14,CA,2023-07-22
531,zinjibar,13.1287,45.3807,32.67,65,13,2.39,YE,2023-07-22
532,zouerate,22.7187,-12.4521,24.68,48,3,4.49,MR,2023-07-22
533,tamanrasset,22.785,5.5228,29.95,11,0,2.57,DZ,2023-07-22
534,bukittinggi,-0.3091,100.3706,27.64,55,98,2.49,ID,2023-07-22
535,nemuro,43.3236,145.575,16.5,90,87,6.31,JP,2023-07-22
536,betio village,1.358,172.9211,27.02,74,19,0.43,KI,2023-07-22
537,ponta delgada,37.7333,-25.6667,19.4,88,20,1.54,PT,2023-07-22
538,broshniv-osada,48.9962,24.1975,20.34,77,81,2.05,UA,2023-07-22
539,zarate,-34.0981,-59.0286,23.23,10,100,5.96,AR,2023-07-22
540,sinan,34.8262,126.1086,25.06,91,100,11.66,KR,2023-07-22
541,whakatane,-37.9585,176.9854,11.95,86,0,0.89,NZ,2023-07-22
542,urumqi,43.801,87.6005,32.53,24,0,3.0,CN,2023-07-22
543,sola,-13.8833,167.55,25.12,83,96,5.36,VU,2023-07-22
544,berrechid,33.2655,-7.5875,20.9,83,75,4.12,MA,2023-07-22
545,cinisi,38.1562,13.1073,34.56,29,0,2.06,IT,2023-07-22
546,la foa,-21.7108,165.8276,19.0,69,46,3.75,NC,2023-07-22
547,peace river,56.2501,-117.286,19.17,68,75,3.6,CA,2023-07-22
548,novo aripuana,-5.1206,-60.3797,21.21,61,5,1.13,BR,2023-07-22
549,plettenberg bay,-34.0527,23.3716,12.54,62,100,1.03,ZA,2023-07-22
550,sipalay,9.75,122.5,25.11,95,100,3.92,PH,2023-07-22
551,mata-utu,-13.2816,-176.1745,28.16,80,51,4.36,WF,2023-07-22
552,howrah,22.5892,88.3103,31.16,94,100,5.14,IN,2023-07-22
553,port blair,11.6667,92.75,30.02,79,75,4.63,IN,2023-07-22
554,downpatrick,54.3263,-5.7035,14.48,96,100,3.19,GB,2023-07-22
555,yarmouth,41.7057,-70.2286,22.2,95,100,2.57,US,2023-07-22
556,turan,16.0678,108.2208,31.99,66,40,4.63,VN,2023-07-22
557,namibe,-15.1961,12.1522,18.88,80,50,2.23,AO,2023-07-22
558,las tablas,7.7667,-80.2833,26.1,86,98,2.62,PA,2023-07-22
559,buchanan,5.8808,-10.0467,24.56,86,58,3.86,LR,2023-07-22
560,raja,8.4596,25.678,22.7,90,99,1.05,SS,2023-07-22
561,myaydo,19.3667,95.2167,35.9,45,44,2.52,MM,2023-07-22
562,hutchinson,38.0608,-97.9298,19.18,94,0,0.0,US,2023-07-22
563,kyzyl-mazhalyk,51.1333,90.6,26.97,36,100,0.94,RU,2023-07-22
564,maloye ganyushkino,46.6,49.2667,32.01,36,3,3.59,KZ,2023-07-22
565,belmonte,-15.8631,-38.8828,21.13,86,71,5.27,BR,2023-07-22
566,vilyuchinsk,52.9306,158.4028,23.15,71,28,4.38,RU,2023-07-22
567,new norfolk,-42.7826,147.0587,13.72,95,100,1.21,AU,2023-07-22
568,jennings,38.7192,-90.2604,20.16,90,20,1.54,US,2023-07-22
569,zossen,52.2167,13.45,18.29,74,40,5.66,DE,2023-07-22
570,ribeira brava,32.65,-17.0667,22.78,75,1,2.82,PT,2023-07-22
571,chernyshevskiy,63.0128,112.4714,30.07,28,28,4.03,RU,2023-07-22
572,grand-bassam,5.2118,-3.7388,23.98,91,100,3.48,CI,2023-07-22
573,rabo de peixe,37.8,-25.5833,18.73,88,20,1.54,PT,2023-07-22
574,callaway,30.153,-85.5699,29.41,85,0,1.79,US,2023-07-22
575,benghazi,32.1167,20.0667,30.02,53,0,3.95,LY,2023-07-22
576,port-vila,-17.7338,168.3219,21.78,78,75,0.51,VU,2023-07-22
577,bom jesus,-9.0744,-44.3586,17.36,78,0,0.81,BR,2023-07-22
578,thal,35.4791,72.2439,25.27,67,35,3.39,PK,2023-07-22
579,manoharpur,27.3,75.95,36.7,39,34,6.1,IN,2023-07-22
580,shimokizukuri,40.8061,140.3861,28.62,66,44,1.72,JP,2023-07-22
581,joshimath,30.5667,79.5667,24.14,85,100,0.54,IN,2023-07-22
582,rahimah,26.7079,50.0619,44.12,46,96,7.42,SA,2023-07-22
583,lake norman of catawba,35.5804,-81.0165,23.86,90,0,0.0,US,2023-07-22
584,sunbury,-37.5833,144.7333,13.53,70,75,3.6,AU,2023-07-22
585,coquimbo,-29.9533,-71.3436,10.85,100,0,2.57,CL,2023-07-22
586,tobelo,1.7284,128.0095,28.67,70,51,1.5,ID,2023-07-22
587,holualoa,19.6228,-155.9522,24.91,85,75,4.12,US,2023-07-22
588,sandnessjoen,66.0217,12.6316,14.29,94,100,1.75,NO,2023-07-22
589,mahina,-17.5065,-149.489,22.64,73,20,1.54,PF,2023-07-22
590,nahiyat ash shinafiyah,31.5874,44.6602,42.74,7,0,8.59,IQ,2023-07-22
